FID,OBJECTID,COMPKEY,STNAME_ORD,FLOWSEGID,DOWNTOWN,START_DATE,AMPK,PMPK,AWDT,ADT,AWDT_ROUND,DATAQUALIT,FLAGS,SegStatus,CreateDate,Creator,ModifiedDa,ID,STUDY_TITL,COMPKEY_1,UNIT_ID_UN,DIR_FLOW,LANE,DAYS,Min_NORM_A,Max_NORM_A,Ave_NORM_A,Shape_Leng,ADJUST,Shape__Length
748,1255,"5079,5084,5081,157138,5082,5080,5083",32ND AVE W,1285,N,11/6/2015 12:00:00 AM,0,0,5110,4897,5100,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,2649.00455062, ,2649.00455062348
749,1256,14068,EAST GREEN LAKE DR N,1720,N,,0,0,13000,0,13000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,149.472701188, ,149.472701188273
750,1257,"13715,13716,1085,1086","WOODLAWN AVE NE,1ST AVE NE",1736,N,11/17/2015 12:00:00 AM,0,0,2891,2742,2900,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1855.69805541, ,1855.69805540519
751,1260,12776,SENECA ST,776,Y,3/5/2015 12:00:00 AM,0,0,5595,4968,5600,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,395.922308155, ,395.922308142573
752,1261,12204,PIKE ST,854,Y,9/13/2018 12:00:00 AM,456,842,8919,8652,9400,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,322.081672725, ,322.081672724847
753,1262,"11161,11160,615986,11162",LAKE CITY WAY NE,1828,N,,0,0,35500,0,35000,Estimate,WSDOTSR522, ,, ,,0, ,0, , , ,0,0,0,0,1653.83714247, ,1653.83714246853
754,1263,"21314,21315",S SPOKANE ST,395,N,8/20/2015 12:00:00 AM,0,0,11433,10057,11400,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1257.7586775, ,1257.75867750352
755,1264,"19831,19829,19836,19835,19830,19833,19834,19832",S DEARBORN ST,538,N,4/1/2015 12:00:00 AM,0,0,22372,21052,22400,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,3020.20944159, ,3020.20944157588
756,1266,21128,S PRENTICE ST,47,N,,0,0,400,0,400,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,151.364787138, ,151.364787153321
757,1269,"11579,11578",MADISON ST,657,Y,10/16/2018 12:00:00 AM,260,289,3884,4006,3900,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,311.774330437, ,311.77433043729
758,1270,13316,VIRGINIA ST,960,Y,,0,0,7000,0,7000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,108.889549245, ,108.889549255199
759,1274,"493217,486180,22520,22521","SW SPOKANE ST,SW KLICKITAT WAY",399,N,4/3/2015 12:00:00 AM,0,0,7674,6170,7700,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1888.81039063, ,1888.81039060098
760,1276,"13895,13897,13894,13893,13892,13896,13898",E CHERRY ST,744,N,5/8/2015 12:00:00 AM,0,0,8689,8029,8700,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1607.27199108, ,1607.27199109603
761,1277,11052,JAMES ST,642,Y,6/26/2018 12:00:00 AM,954,882,12925,12190,12600,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,322.172035724, ,322.172035736955
762,1279,23569,W MCGRAW ST,1246,N,6/27/2018 12:00:00 AM,288,339,3824,3646,3700,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,332.679955954, ,332.679955968581
763,1280,8705,AIRPORT WAY S,526,N,,0,0,7000,0,7000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,132.384494323, ,132.384494310257
764,1281,14605,E PIKE ST,910,N,,0,0,4500,0,4500,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,131.003390129, ,131.003390143811
765,1282,1588,12TH AVE NE,1690,N,1/10/2018 12:00:00 AM,507,1372,9221,8325,9200,Study, , ,, ,,0, ,0, , , ,0,0,0,0,261.821483114, ,261.82148311147
766,1283,"12957,12956",STONE WAY N,1327,N,9/16/2015 12:00:00 AM,0,0,12386,11405,12400,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1199.48283435, ,1199.48283435279
767,1284,2036,15TH AVE NE,1502,N,2/5/2018 12:00:00 AM,867,974,10148,9284,10100,Study, , ,, ,,0, ,0, , , ,0,0,0,0,659.957788487, ,659.957788487159
768,1285,"20851,20852",1ST AV S SB ON RP,9,N,,0,0,15000,0,0,Estimate,WSDOTSR99, ,, ,,0, ,0, , , ,0,0,0,0,1534.69506834, ,1534.69506833609
769,1287,"14900,14898,14899,14897",E UNION ST,858,N,3/20/2015 12:00:00 AM,0,0,11093,10507,11100,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1182.67545621, ,1182.67545620507
770,1288,7237,5TH AVE,836,Y,6/7/2018 12:00:00 AM,1356,1227,18119,18383,17700,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,426.45916028, ,426.459160279574
771,1289,11368,LENORA ST,889,Y,3/20/2018 12:00:00 AM,373,490,5947,5623,5800,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,322.20023988, ,322.200239879723
772,1290,22832,SW SPOKANE ST,31,N,,0,0,5000,0,5000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,247.47891512, ,247.478915119404
773,1291,"3442,3443",23RD AVE S,592,N,2/16/2018 12:00:00 AM,1484,1916,23168,21512,23200,Study, , ,, ,,0, ,0, , , ,0,0,0,0,876.087306152, ,876.08730614962
774,1292,"2650,2649",19TH AVE,990,N,3/20/2015 12:00:00 AM,0,0,1986,1818,2000,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1398.88963166, ,1398.88963165989
775,1293,8704,AIRPORT WAY S,528,N,6/18/2018 12:00:00 AM,1270,893,11637,11291,11400,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,332.671735106, ,332.67173510633
776,1294,"11341,11339,11337,11340,11338,11343,11342,11344,11336",LEARY WAY NW,1437,N,7/23/2015 12:00:00 AM,0,0,28421,26238,28400,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,2415.40801759, ,2415.40801757966
777,1295,"1207,1206,1205",1ST AVE S,489,N,10/1/2021 12:00:00 AM,0,0,18316,17764,18300,Study(Normalized21),Sensys, ,, ,,0, ,0, , , ,0,0,0,0,2295.33151987, ,2295.33151986688
778,1297,2753,2ND AVE,700,Y,,0,0,17000,0,17000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,305.944886686, ,305.944886678526
779,1299,9061,BANNER WAY NE,1947,N,,0,0,15800,0,15800,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,904.244474238, ,904.244474238762
780,1300,"1268,1270,1267,1269",1ST AV S BR NB,22,N,9/3/2015 12:00:00 AM,0,0,49880,43530,0,Study - 13-15,WSDOTSR99, ,, ,,0, ,0, , , ,0,0,0,0,3608.35647913, ,3608.35647913184
781,1303,"12438,12439",RAINIER AVE S,55,N,5/12/2014 12:00:00 AM,0,0,19300,18490,19300,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,2585.26900751, ,2585.26900752619
782,1305,7912,6TH AVE NE,1373,N,,0,0,11000,0,11000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,379.218569375, ,379.218569360597
783,1306,"10213,10212",ELLIOTT AVE W,1100,N,,0,0,15000,0,25000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,431.822083074, ,431.822083074084
784,1307,13526,WESTLAKE AVE,919,Y,,0,0,2500,0,2500,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,238.007623955, ,238.007623953739
785,1309,"20493,508085,20490,20489,20492,20491",S JACKSON ST,562,B,,0,0,14500,0,14500,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,2254.47459836, ,2254.47459834068
786,1310,13496,WESTERN AVE,627,Y,7/18/2018 12:00:00 AM,561,556,6657,6517,6500,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,434.893319277, ,434.893319279116
787,1312,1002,1ST AVE,651,Y,8/30/2017 12:00:00 AM,1065,849,12409,11444,12400,Study, , ,, ,,0, ,0, , , ,0,0,0,0,305.99622166, ,305.99622165234
788,1313,"158085,10019,10020",DENNY WAY,1041,B,2/3/2015 12:00:00 AM,0,0,21524,20930,21500,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,705.321886895, ,705.321886895135
789,1315,"23618,23619",W NICKERSON ST,1405,N,7/19/2018 12:00:00 AM,1780,1447,21685,20553,21000,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,731.102618685, ,731.102618677284
790,1317,"15422,15427,15424,15423,15425,15426,15421,16726","N 40TH ST,NE 40TH ST",1383,N,9/18/2015 12:00:00 AM,0,0,12803,11972,12800,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,2325.62771089, ,2325.62771087783
791,1318,"1897,1898,1899,1903,1901,1895,1900,1896,1904,1902",14TH AVE NW,1649,N,1/8/2014 12:00:00 AM,0,0,6862,6391,6900,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,2658.98198775, ,2658.98198775147
792,1319,6136,4TH AVE,886,Y,,0,0,16100,0,16100,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,426.049110238, ,426.049110237671
793,1321,"2107,2110,2111,2105,2109,2102,2108,2106,2103,2104",15TH AVE NW,1651,N,,0,0,35000,0,35000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,2672.01905461, ,2672.01905460726
794,1324,"3354,3356,3352,3353,3355",23RD AVE,619,N,2/16/2018 12:00:00 AM,1237,1535,18456,17074,18500,Study, , ,, ,,0, ,0, , , ,0,0,0,0,1660.00616829, ,1660.00616829827
795,1325,"19232,19233",NW MARKET ST,1570,N,10/10/2018 12:00:00 AM,701,870,11307,11036,11300,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,644.446406109, ,644.446406094174
796,1326,14343,E MADISON ST,900,N,9/14/2017 12:00:00 AM,996,1052,13837,13576,13800,Study, , ,, ,,0, ,0, , , ,0,0,0,0,375.910507337, ,375.91050733692
797,1328,"8949,8951,8950",AURORA AVE N,1974,N,,0,0,40000,0,31000,Estimate,WSDOTSR99, ,, ,,0, ,0, , , ,0,0,0,0,596.487450481,WSDOTSR99,596.487450478535
798,1331,11770,MERCER ST,1128,N,,0,0,35000,0,35000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,321.353098859, ,321.353098859409
799,1333,"18244,18243,15155,15154","NW 130TH ST,N 130TH ST",1910,N,,0,0,3500,0,3500,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,1329.94267337, ,1329.94267337203
800,1335,"1014,1013,1015",1ST AVE,931,Y,3/3/2015 12:00:00 AM,0,0,13110,13323,13100,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1278.23967854, ,1278.23967853142
801,1336,"10637,10636",GILMAN AVE W,1983,N,2/20/2014 12:00:00 AM,0,0,7224,6764,7200,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,834.589925114, ,834.58992511753
802,1337,13217,UNIVERSITY WAY NE,1400,N,,0,0,4500,0,4500,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,83.0818196593, ,83.0818196593333
803,1338,10078,DEXTER AVE N,1169,N,6/22/2018 12:00:00 AM,856,952,12333,12078,12000,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,313.039066965, ,313.039066965359
804,1339,13313,VIRGINIA ST,905,Y,4/11/2018 12:00:00 AM,537,619,7545,7319,7700,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,321.980823705, ,321.980823705117
805,1341,7243,5TH AVE,939,Y,,0,0,10000,0,10000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,425.923559052, ,425.92355905217
806,1342,13353,WALL ST,927,Y,8/11/2014 12:00:00 AM,0,0,6098,6217,6100,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,321.941686967, ,321.941686956972
807,1343,11144,LAKE CITY WAY NE,1727,N,9/18/2013 12:00:00 AM,0,0,39200,36666,35000,Study - 13-15,WSDOTSR522, ,, ,,0, ,0, , , ,0,0,0,0,635.511274678, ,635.511274679772
808,1344,"9338,9336,9342,9339,9337,9340,9341,9335",BOSTON ST,3000,N,,0,0,3800,0,3800,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,2436.09218866, ,2436.09218865368
809,1347,"8285,8286,8287",8TH AVE,1048,Y,3/4/2015 12:00:00 AM,0,0,3303,2861,3300,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1139.62560493, ,1139.62560491995
810,1348,"8963,8966,8965,8968,8964,8967",AURORA AVE N,1791,N,,0,0,43000,0,30000,Estimate,WSDOTSR99, ,, ,,0, ,0, , , ,0,0,0,0,1321.62095446,WSDOTSR99,1321.62095446067
811,1349,"9410,8731,8733,8732","BROAD ST,ALASKAN WAY",979,Y,8/11/2014 12:00:00 AM,0,0,12031,11381,12000,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1485.50846793, ,1485.50846794104
812,1351,9402,BRIDGE WAY N,1322,N,,0,0,12000,0,12000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,375.125196111, ,375.125196110882
813,1352,9060,BANNER WAY NE,1948,N,,0,0,5700,0,5700,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,340.539661428, ,340.53966143732
814,1353,"20480,20481",S JACKSON ST,574,B,7/18/2018 12:00:00 AM,236,263,3417,3318,3300,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,424.564624575, ,424.564624560345
815,1354,"16680,16682,16683,16681,16684",NE 145TH ST,1925,N,1/1/2018 12:00:00 AM,0,0,0,30000,29000,Estimate,WSDOTSR523, ,, ,,0, ,0, , , ,0,0,0,0,2641.91022647, ,2641.91022646911
816,1355,"11060,11059",JAMES ST,730,B,8/8/2018 12:00:00 AM,991,982,15477,14165,15500,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,513.91177812, ,513.911778120002
817,1359,7231,5TH AVE,758,Y,,0,0,10000,0,10000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,305.913575162, ,305.913575162334
818,1361,"7152,10256,10247,10254,273778,10248,10253,10249,10251,10250,10255,10252","48TH AVE SW,ERSKINE WAY SW",286,N,2/19/2014 12:00:00 AM,0,0,2684,2552,2700,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,2781.16441965, ,2781.16441962744
819,1362,12222,PINE ST,917,Y,3/5/2015 12:00:00 AM,0,0,7108,6821,7100,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,321.977761465, ,321.977761477462
820,1364,"14377,14376",E MADISON ST,1199,N,10/22/2013 12:00:00 AM,0,0,12011,11473,12000,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,598.227987086, ,598.227987086496
821,1366,"14727,14726",E ROANOKE ST,1262,N,4/12/2018 12:00:00 AM,2028,2179,26632,25330,27300,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,501.860050866, ,501.860050865937
822,1367,"17261,17259,17260",NE 65TH ST,1630,N,7/21/2015 12:00:00 AM,0,0,14739,14027,14700,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,662.718026176, ,662.718026160809
823,1368,"11330,11329,11331,19212","LEARY AVE NW,NW LEARY WAY",1537,N,,0,0,13000,0,13000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,1932.82975175, ,1932.82975175849
824,1369,20321,S HOLGATE ST,486,N,10/17/2018 12:00:00 AM,834,1078,11504,10017,11500,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,611.1760942, ,611.176094199335
825,1371,"13502,13503,13504,13505",WESTERN AVE,808,Y,7/7/2015 12:00:00 AM,0,0,9434,0,9400,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1810.92744391, ,1810.92744390796
826,1372,"11332,11333",LEARY AVE NW,1569,N,3/20/2014 12:00:00 AM,0,0,10049,9997,10000,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,989.219367118, ,989.21936710898
827,1374,"13333,13332",WEST SEATTLE BR EB,2008,N,10/1/2018 12:00:00 AM,0,0,49063,46806,0,Study(Normalized18),WSB, ,, ,,0, ,0, , , ,0,0,0,0,4647.84675284, ,4647.84675284093
828,1378,1212,1ST AVE S,414,N,4/3/2015 12:00:00 AM,0,0,8337,7100,8300,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,748.581171499, ,748.581171496781
829,1380,"6247,531031",4TH AVE S,373,N,2/14/2018 12:00:00 AM,2514,2870,34537,29686,34500,Study, , ,, ,,0, ,0, , , ,0,0,0,0,1283.91925897, ,1283.91925896946
830,1381,"11185,11187,11186,11183,11184",LAKE CITY WAY NE,1914,N,,0,0,38000,0,35000,Estimate,WSDOTSR522, ,, ,,0, ,0, , , ,0,0,0,0,3402.14348108, ,3402.14348107745
831,1383,13360,WALL ST,1055,Y,3/13/2018 12:00:00 AM,650,451,5983,5468,5800,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,258.639379944, ,258.639379934468
832,1384,8697,AIRPORT WAY S,228,N,,0,0,12000,0,12000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,1072.25540508, ,1072.25540506673
833,1385,11971,NICKERSON ST,1281,N,3/20/2018 12:00:00 AM,1877,1957,24501,23115,23900,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,479.880699569, ,479.880699581476
834,1387,"8713,8714",S SPOKANE ST RP,2025,N,6/9/2015 12:00:00 AM,0,0,4422,3623,4400,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1214.54239314, ,1214.54239314899
835,1389,"2120,10935",15TH AVE NW,1789,N,,0,0,31000,0,31000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,930.229288369, ,930.229288370266
836,1390,"15165,15167,15166",N 130TH ST,1903,N,5/1/2018 12:00:00 AM,1806,1926,25642,24686,23600,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,1296.09404859, ,1296.09404857998
837,1393,23582,W MERCER ST,1141,N,6/20/2018 12:00:00 AM,1296,1143,18510,18370,18100,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,322.183613525, ,322.18361352506
838,1396,"21699,21697,21694,21700,21693,351697,21696,21702,21692,21691,21698,21701,21703",SW ADMIRAL WAY,460,N,4/7/2015 12:00:00 AM,0,0,25222,23875,25200,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,5797.16372341, ,5797.16372342195
839,1397,10022,DENNY WAY,1039,B,,0,0,23500,0,23500,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,165.93300045, ,165.93300045024
840,1398,"12747,12743,12742,12746,12745,12744,16506,16504,16505,16507,16508","SAND POINT WAY NE,NE 125TH ST",1870,N,11/3/2015 12:00:00 AM,0,0,10842,4953,10800,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,5313.54967884, ,5313.54967883022
841,1401,"21634,21633,21630,21632,21631",SW 106TH ST,53,N,9/17/2015 12:00:00 AM,0,0,3270,3056,3300,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1555.31401375, ,1555.31401375102
842,1402,"3723,3724",25TH AVE NE,1549,N,11/2/2017 12:00:00 AM,1173,1532,18210,17455,18200,Study, , ,, ,,0, ,0, , , ,0,0,0,0,824.026345773, ,824.02634577255
843,1405,"9818,9819,9817",CORNELL AVE S,42,N,1/18/2018 12:00:00 AM,397,368,4108,3947,4100,Study, , ,, ,,0, ,0, , , ,0,0,0,0,1337.40224926, ,1337.40224925536
844,1406,"7871,7872",6TH AVE,653,Y,8/14/2018 12:00:00 AM,1476,1443,20781,20455,20800,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,370.748762967, ,370.748762974327
845,1410,"13328,13329,531032",WEST SEATTLE BR EB,13,N,10/30/2014 12:00:00 AM,0,0,10525,9171,50000,Study(Normalized21),WSB, ,, ,,0, ,0, , , ,0,0,0,0,3185.98029368, ,3185.98029366295
846,1411,"8961,8962",AURORA AVE N,1951,N,,0,0,38500,0,29000,Estimate,WSDOTSR99, ,, ,,0, ,0, , , ,0,0,0,0,528.848750741,WSDOTSR99,528.848750740688
847,1414,23611,W NICKERSON ST,1320,N,,0,0,18000,0,18000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,463.948189162, ,463.948189161778
848,1415,"17253,17251,17255,17252,17254",NE 65TH ST,1636,N,10/25/2018 12:00:00 AM,885,1050,11363,11002,11400,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,765.269453764, ,765.269453764268
849,1416,"16844,16846,16847,337051,16845",NE 45TH ST,1452,N,10/21/2014 12:00:00 AM,0,0,33596,33189,33600,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,761.415471196, ,761.415471181347
850,1417,7996,6TH AVE S,448,N,,0,0,13300,0,13300,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,760.257107098, ,760.25710709819
851,1419,"14628,14629,14630,14632,14631,14633",E PINE ST,963,B,7/27/2015 12:00:00 AM,0,0,9813,9836,9800,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1481.28217537, ,1481.28217536935
852,1420,19416,S BAILEY ST,232,N,,0,0,28000,0,28000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,324.511630746, ,324.511630746367
853,1421,"21364,7383,12037","S SULLIVAN ST,5TH AVE S,OCCIDENTAL AVE S",140,N,8/29/2018 12:00:00 AM,35,39,387,345,400,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,3027.39717825, ,3027.39717826887
854,1422,"2083,2081,2080,2082,2079",15TH AVE NE,1863,N,,0,0,7000,0,7000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,2168.22195939, ,2168.22195938894
855,1423,"1925,1924,1923",14TH AVE S,525,N,11/15/2017 12:00:00 AM,271,359,3905,3539,3900,Study, , ,, ,,0, ,0, , , ,0,0,0,0,1630.49502262, ,1630.49502261529
856,1424,"11419,11421,11424,11418,11422,11420,11423",LINDEN AVE N,1744,N,11/16/2015 12:00:00 AM,0,0,3359,3149,3400,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1944.00061168, ,1944.0006116718
857,1426,7894,6TH AVE,1057,Y,3/13/2018 12:00:00 AM,237,456,4135,3892,4000,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,253.717504999, ,253.717505005775
858,1429,10012,DENNY WAY,1049,B,6/21/2018 12:00:00 AM,1966,1857,28785,28892,28100,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,379.798510698, ,379.798510697925
859,1430,"14339,14338,14337,14340,9444","E MADISON ST,BROADWAY",843,N,2/13/2018 12:00:00 AM,1387,1497,21312,20414,21300,Study, , ,, ,,0, ,0, , , ,0,0,0,0,803.683601523, ,803.683601522853
860,1432,"11521,11520",M L KING JR WAY S,423,N,,0,0,30500,0,30500,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,235.360725435, ,235.360725432986
861,1433,2749,2ND AVE,631,Y,8/14/2018 12:00:00 AM,796,1209,12759,11962,12800,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,306.14960095, ,306.149600957242
862,1437,"15786,15788,15787,18598,18599,18600","N 65TH ST,NW 65TH ST",1645,N,1/30/2013 12:00:00 AM,0,0,10699,10315,10700,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1563.26970056, ,1563.2697005641
863,1439,"14598,14599,14595,14597,14596,14594",E PIKE ST,918,B,12/15/2015 12:00:00 AM,0,0,10358,9843,10400,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1492.09186147, ,1492.09186148819
864,1440,13184,UNION ST,809,Y,6/7/2018 12:00:00 AM,1205,810,13390,13301,13100,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,321.809299479, ,321.809299491789
865,1442,20850,1ST AV S NB OFF RP,201,N,,0,0,16000,0,0,Estimate,WSDOTSR99, ,, ,,0, ,0, , , ,0,0,0,0,968.502279901, ,968.502279886795
866,1443,"18624,18623,18622,18620,18621",NW 65TH ST,1654,N,11/4/2015 12:00:00 AM,0,0,13632,13178,13600,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1416.88967161, ,1416.88967162737
867,1447,6137,4TH AVE,916,Y,8/16/2018 12:00:00 AM,1330,1330,19247,19196,19300,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,425.97334774, ,425.973347728562
868,1449,"12907,12906",STEWART ST,1002,Y,3/5/2014 12:00:00 AM,0,0,12410,11254,12400,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,643.731476805, ,643.731476805378
869,1450,"19651,19650,19649",S CLOVERDALE ST,29,N,1/29/2015 12:00:00 AM,0,0,11048,9766,11000,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1977.81987709, ,1977.81987709379
870,1451,"2156,2157,2155,2154",15TH AVE S,347,N,5/7/2015 12:00:00 AM,0,0,20958,20555,21000,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1763.85739816, ,1763.85739815883
871,1452,"8727,8725,8726,269161",ALASKAN WAY,800,Y,7/17/2018 12:00:00 AM,684,825,9821,9713,9500,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,1245.14494108, ,1245.14494107755
872,1455,8284,8TH AVE,997,Y,3/13/2018 12:00:00 AM,541,590,5927,5131,5800,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,425.718185409, ,425.718185409309
873,1459,6230,4TH AVE S,550,N,3/12/2015 12:00:00 AM,0,0,26803,24103,26800,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,706.793118742, ,706.793118742676
874,1460,13327,WEST SEATTLE BR EB,2027,N,,0,0,35000,0,42500,Estimate,WSB, ,, ,,0, ,0, , , ,0,0,0,0,1423.8389864, ,1423.83898641234
875,1461,511164,3RD AVE NE,1822,N,10/11/2018 12:00:00 AM,218,283,3418,3138,3400,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,662.412620191, ,662.412620191609
876,1463,"7246,7245,7244",5TH AVE,1005,Y,3/3/2015 12:00:00 AM,0,0,9433,8680,9400,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1278.3761856, ,1278.37618559846
877,1465,4516,3RD AVE S,575,Y,,0,0,1000,0,1000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,289.588237365, ,289.588237365996
878,1466,3985,26TH AV SW ON RP,401,N,9/3/2015 12:00:00 AM,0,0,24079,23820,24100,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,616.956120669, ,616.956120683576
879,1467,"10006,10007,10005",DENNY WAY,1060,B,7/31/2015 12:00:00 AM,0,0,27666,26578,27700,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,645.022251315, ,645.022251314949
880,1471,"15891,15893,15892",N 80TH ST,1747,N,9/1/2015 12:00:00 AM,0,0,15157,14407,15200,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1991.38220144, ,1991.38220144283
881,1472,"6244,6241,6240,6242,6243",4TH AVE S,450,N,10/1/2021 12:00:00 AM,0,0,21442,19686,21400,Study(Normalized21),Sensys, ,, ,,0, ,0, , , ,0,0,0,0,2966.24190249, ,2966.24190248685
882,1473,"13345,13346",WEST SEATTLE BR WB,2009,N,,0,0,22618,23637,22600,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,3660.59998963, ,3660.59998963624
